album,artist,date,genre,name,score,tags,url
Infest the Rats' Nest,King Gizzard &amp; The Lizard Wizard,2019-08-20T21:24:00-0400,rock,King Gizzard &amp; The Lizard Wizard - Infest the Rats' Nest,8,king gizzard & the lizard wizard | infest the rats' nest | 2019 | flightless | rock | metal | loud rock | thrash | psychedelic | heavy psych | 8/10 | review,https://www.theneedledrop.com/articles/2019/8/king-gizzard-amp-the-lizard-wizard-infest-the-rats-nest
Face Stabber,Oh Sees,2019-08-22T21:33:00-0400,rock,Oh Sees - Face Stabber,6,oh sees | face stabber | 2019 | castle face | rock | psych rock | psychedelic | prog | krautrock | jam | 6/10 | review,https://www.theneedledrop.com/articles/2019/8/oh-sees-face-stabber
King's Mouth,The Flaming Lips,2019-08-17T15:41:00-0400,pop,The Flaming Lips - King's Mouth,6,flaming lips | king's mouth | 2019 | warner bros | neo-psychedelia | pop | psychedelic | progressive pop | 6/10 | review,https://www.theneedledrop.com/articles/2019/8/the-flaming-lips-kings-mouth
Do You Feel Me?,Oliver Tree,2019-08-08T18:33:00-0400,pop,Oliver Tree - Do You Feel Me?,7,oliver tree | do you feel me | 2019 | atlantic | ep | pop | rap | electropop | pop rock | 7/10 | review,https://www.theneedledrop.com/articles/2019/8/oliver-tree-do-you-feel-me
Planetary Clairvoyance,Tomb Mold,2019-08-12T20:24:00-0400,loud rock,Tomb Mold - Planetary Clairvoyance,6,tomb mold | planetary clairvoyance | 2019 | 20 buck spin | metal | loud rock | death metal | 6/10 | review,https://www.theneedledrop.com/articles/2019/8/tomb-mold-planetary-clairvoyance
A Different Shade of Blue,Knocked Loose,2019-08-29T23:44:00-0400,loud rock,Knocked Loose - A Different Shade of Blue,6,knocked loose | a different shade of blue | 2019 | pure noise | loud rock | metal | metalcore | deathcore | beatdown hardcore | death metal | 6/10 | review,https://www.theneedledrop.com/articles/2019/8/knocked-loose-a-different-shade-of-blue
"i,i",Bon Iver,2019-08-13T22:55:00-0400,pop,"Bon Iver - i,i",6,bon iver | ii | 2019 | jagjaguwar | pop | art pop | glitch | folktronica | 6/10 | review,https://www.theneedledrop.com/articles/2019/8/bon-iver-ii
Negative Space,Swain,2019-08-14T18:33:00-0400,rock,Swain - Negative Space,7,swain | negative space | 2019 | end hits | rock | alternative rock | grunge | 7/10 | review,https://www.theneedledrop.com/articles/2019/8/swain-negative-space
Care Package,Drake,2019-08-16T21:38:00-0400,hip hop,Drake - Care Package,3,drake | care package | 2019 | ovo | rap | hip hop | pop rap | contemporary r&b | 3/10 | compilation | review,https://www.theneedledrop.com/articles/2019/8/drake-care-package
Purple Mountains,Purple Mountains,2019-08-01T20:47:00-0400,other,Purple Mountains - Purple Mountains,8,purple mountains | self-titled | 2019 | drag city | other | singer-songwriter | alt-country | folk rock | indie | 8/10 | review,https://www.theneedledrop.com/articles/2019/8/purple-mountains-purple-mountains
The Lost Boy,YBN Cordae,2019-08-02T18:44:00-0400,hip hop,YBN Cordae - The Lost Boy,7,ybn cordae | the lost boy | 2019 | atlantic | rap | hip hop | conscious | trap | jazz rap | 7/10 | review,https://www.theneedledrop.com/articles/2019/8/ybn-cordae-the-lost-boy
The Sailor,Rich Brian,2019-08-05T21:20:00-0400,hip hop,Rich Brian - The Sailor,6,rich brian | the sailor | 2019 | 88rising | rap | hip hop | trap | art pop | alternative r&b | 6/10 | review,https://www.theneedledrop.com/articles/2019/8/rich-brian-the-sailor
Immunity,Clairo,2019-08-07T18:25:00-0400,pop,Clairo - Immunity,5,clairo | immunity | 2019 | pop | indie | bedroom pop | r&b | 5/10 | review,https://www.theneedledrop.com/articles/2019/8/clairo-immunity
Caligula,Lingua Ignota,2019-07-25T21:44:00-0400,other,Lingua Ignota - Caligula,9,lingua ignota | caligula | 2019 | profound lore | other | neoclassical darkwave | death industrial | 9/10 | review,https://www.theneedledrop.com/articles/2019/7/lingua-ignota-caligula
The Plugs I Met,Benny the Butcher,2019-07-27T14:46:00-0400,hip hop,Benny the Butcher - The Plugs I Met,6,benny the butcher | the plugs i met | 2019 | black soprano family | ep | rap | hip hop | east coast | boom bap | gangsta | 6/10 | review,https://www.theneedledrop.com/articles/2019/7/benny-the-butcher-the-plugs-i-met
Flamboyant,Dorian Electra,2019-07-29T18:41:00-0400,pop,Dorian Electra - Flamboyant,8,dorian electra | flamboyant | 2019 | self-released | pop | bubblegum bass | electropop | 8/10 | review,https://www.theneedledrop.com/articles/2019/7/dorian-electra-flamboyant
The Big Day,Chance the Rapper,2019-07-30T23:44:00-0400,hip hop,Chance the Rapper - The Big Day,0,chance the rapper | the big day | 2019 | self-released | rap | hip hop | pop rap | gospel | neo-soul | contemporary r&b | 0/10 | review,https://www.theneedledrop.com/articles/2019/8/chance-the-rapper-the-big-day
Angel's Pulse,Blood Orange,2019-07-24T20:41:00-0400,pop,Blood Orange - Angel's Pulse,6,blood orange | angel's pulse | mixtape | domino | pop | alternative r&b | hypnagogic pop | neo-soul | 6/10 | review,https://www.theneedledrop.com/articles/2019/7/blood-orange-angels-pulse
Clarity,Kim Petras,2019-07-15T20:25:00-0400,pop,Kim Petras - Clarity,6,kim petras | clarity | 2019 | bunhead | pop | electropop | contemporary r&b | trap | 6/10 | review,https://www.theneedledrop.com/articles/2019/7/kim-petras-clarity
Choke,Poppy,2019-07-18T16:02:00-0400,poppy,Poppy - Choke,7,poppy | choke | 2019 | mad decent | pop | futurepop | electro-industrial | alternative metal | 7/10 | review,https://www.theneedledrop.com/articles/2019/7/poppy-choke
The Origin of My Depression,Uboa,2019-07-19T15:04:00-0400,other,Uboa - The Origin of My Depression,8,uboa | the origin of my depression | 2019 | self-released | other | experimental | noise | dark ambient | death industrial | 8/10 | review,https://www.theneedledrop.com/articles/2019/7/uboa-the-origin-of-my-depression
Case Study 01,Daniel Caesar,2019-07-16T17:27:00-0400,pop,Daniel Caesar - Case Study 01,5,daniel caesar | case study 01 | 2019 | golden child | pop | alternative r&b | neo-soul | 5/10 | review,https://www.theneedledrop.com/articles/2019/7/daniel-caesar-case-study-01
K.R.I.T. Iz Here,Big K.R.I.T.,2019-07-23T17:42:43-0400,hip hop,Big K.R.I.T. - K.R.I.T. Iz Here,4,big krit | iz here | 2019 | multi alumni | rap | hip hop | trap | southern hip hop | 4/10 | review,https://www.theneedledrop.com/articles/2019/7/big-krit-krit-iz-here
Revenge of the Dreamers III,Dreamville,2019-07-12T22:21:00-0400,hip hop,Dreamville - Revenge of the Dreamers III,6,dreamville | j. cole | revenge of the dreamers 3 | 2019 | rap | hip hop | conscious | trap | 6/10 | review,https://www.theneedledrop.com/articles/2019/7/dreamville-revenge-of-the-dreamers-iii
Return to Center,Kirin J. Callinan,2019-07-03T17:16:00-0400,pop,Kirin J. Callinan - Return to Center,8,kirin j. callinan | return to center | 2019 | terrible | pop | rock | art pop | sophisti-pop | covers | 8/10 | review,https://www.theneedledrop.com/articles/2019/7/kirin-j-callinan-return-to-center
Bandana,Freddie Gibbs &amp; Madlib,2019-07-04T15:19:00-0400,hip hop,Freddie Gibbs &amp; Madlib - Bandana,8,freddie gibbs | madlib | bandana | 2019 | collaboration | keep cool | rap | hip hop | gangsta rap | boom bap | jazz rap | 8/10 | review,https://www.theneedledrop.com/articles/2019/7/freddie-gibbs-amp-madlib-bandana
ANIMA,Thom Yorke,2019-07-05T16:21:00-0400,electronic,Thom Yorke - ANIMA,7,thom yorke | anima | 2019 | xl | electronic | ambient pop | glitch | minimal techno | idm | 7/10 | review,https://www.theneedledrop.com/articles/2019/7/thom-yorke-anima
ERYS,Jaden,2019-07-08T23:24:00-0400,hip hop,Jaden - ERYS,3,jaden smith | erys | 2019 | roc nation | rap | hip hop | pop rap | trap | alternative r&b | rap rock | 3/10 | review,https://www.theneedledrop.com/articles/2019/7/jaden-erys
The Life of Pi'erre 4,Pi'erre Bourne,2019-07-09T23:27:17-0400,hip hop,Pi'erre Bourne - The Life of Pi'erre 4,3,pi'erre bourne | the life of pi'erre 4 | 2019 | interscope | rap | hip hop | trap | alternative r&b | 3/10 | review,https://www.theneedledrop.com/articles/2019/7/pierre-bourne-the-life-of-pierre-4
Help Us Stranger,The Raconteurs,2019-07-10T22:14:00-0400,rock,The Raconteurs - Help Us Stranger,5,the raconteurs | help us stranger | 2019 | third man | rock | blues rock | garage rock | 5/10 | review,https://www.theneedledrop.com/articles/2019/7/the-raconteurs-help-us-stranger
Originals,Prince,2019-07-02T15:11:00-0400,pop,Prince - Originals,8,prince | originals | 2019 | npg | warner bros | pop | synth funk | r&b | soul | archival | 8/10 | review,https://www.theneedledrop.com/articles/2019/7/prince-originals
Gold &amp; Grey,Baroness,2019-06-20T19:05:00-0400,loud rock,Baroness - Gold &amp; Grey,5,baroness | gold & grey | 2019 | abraxan hymns | loud rock | metal | alternative rock | stoner metal | sludge | heavy psych | 5/10 | review,https://www.theneedledrop.com/articles/2019/6/baroness-gold-amp-grey
Syntheosis,Waste of Space Orchestra,2019-06-21T22:10:00-0400,loud rock,Waste of Space Orchestra - Syntheosis,6,waste of space orchestra | syntheosis | 2019 | loud rock | metal | svart | post-metal | psychedelic | space rock | doom | 6/10 | review,https://www.theneedledrop.com/articles/2019/6/waste-of-space-orchestra-syntheosis
7,Lil Nas X,2019-06-24T21:19:00-0400,hip hop,Lil Nas X - 7,6,lil nas x | 7 | ep | rap | hip hop | columbia | pop rap | trap | country | alternative rock | 6/10 | review,https://www.theneedledrop.com/articles/2019/6/lil-nas-x-7
Shepherd in a Sheepskin Vest,Bill Callahan,2019-06-26T20:21:00-0400,other,Bill Callahan - Shepherd in a Sheepskin Vest,7,bill callahan | shepherd in a sheepskin vest | 2019 | drag city | other | singer-songwriter | americana | folk | 7/10 | review,https://www.theneedledrop.com/articles/2019/6/bill-callahan-shepherd-in-a-sheepskin-vest
Sizzling,Daphni,2019-06-27T20:24:00-0400,electronic,Daphni - Sizzling,8,daphni | sizzling | ep | 2019 | jiaolong | electronic | nu-disco | tech house | 8/10 | review,https://www.theneedledrop.com/articles/2019/6/daphni-sizzling
Schlagenheim,black midi,2019-06-28T14:22:00-0400,rock,black midi - Schlagenheim,8,black midi | schlagenheim | 2019 | rough trade | rock | experimental rock | noise rock | math rock | post-punk | no wave | 8/10 | review,https://www.theneedledrop.com/articles/2019/6/black-midi-schlagenheim
PROTO,Holly Herndon,2019-06-19T19:02:00-0400,other,Holly Herndon - PROTO,5,holly herndon | proto | 2019 | 4ad | other | choral | art pop | glitch | generative | 5/10 | review,https://www.theneedledrop.com/articles/2019/6/holly-herndon-proto
ZUU,Denzel Curry,2019-06-06T16:30:49-0400,hip hop,Denzel Curry - ZUU,8,denzel curry | zuu | 2019 | loma vista | rap | hip hop | southern hip hop | trap | 8/10 | review,https://www.theneedledrop.com/articles/2019/6/denzel-curry-zuu
I Am Easy to Find,The National,2019-06-07T17:47:00-0400,rock,The National - I Am Easy to Find,4,the national | i am easy to find | 2019 | 4ad | rock | indie | chamber pop | post-punk revival | 4/10 | review,https://www.theneedledrop.com/articles/2019/6/the-national-i-am-easy-to-find
1000 gecs,100 gecs,2019-06-10T14:52:00-0400,other,100 gecs - 1000 gecs,7,100 gecs | 1000 gecs | 2019 | dog show | other | electropop | deconstructed club | glitch | nightcore | experimental pop | bubblegum bass | emo rap | trap | 7/10 | review,https://www.theneedledrop.com/articles/2019/6/100-gecs-1000-gecs
She Is Coming,Miley Cyrus,2019-06-11T15:56:00-0400,pop,Miley Cyrus - She Is Coming,1,miley cyrus | she is coming | 2019 | ep | rca | pop | electropop | trap | rap | 1/10 | review,https://www.theneedledrop.com/articles/2019/6/miley-cyrus-she-is-coming
In League with Dragons,The Mountain Goats,2019-06-12T22:54:00-0400,other,The Mountain Goats - In League with Dragons,4,mountain goats | in league with dragons | 2019 | merge | other | singer-songwriter | indie | folk | chamber pop | 4/10 | review,https://www.theneedledrop.com/articles/2019/6/the-mountain-goats-in-league-with-dragons
Leak 04,Jai Paul,2019-06-13T22:57:00-0400,pop,Jai Paul - Leak 04-13 (Bait Ones),6,jai paul | leak | bait ones | 2019 | xl | pop | alternative r&b | indietronica | art pop | 6/10 | review,https://www.theneedledrop.com/articles/2019/6/jai-paul-leak-04-13-bait-ones
Itekoma Hits,Otoboke Beaver,2019-06-17T23:02:14-0400,loud rock,Otoboke Beaver - Itekoma Hits,9,otoboke beaver | itekoma hits | 2019 | damnably | loud rock | noise rock | hardcore | punk | japan | riot grrrl | 9/10 | review,https://www.theneedledrop.com/articles/2019/6/otoboke-beaver-itekoma-hits
Apollo XXI,Steve Lacy,2019-06-03T16:24:00-0400,pop,Steve Lacy - Apollo XXI,3,steve lacy | apollo xxi | 2019 | 3qtr | pop | neo-soul | neo-psychedelia | 3/10 | review,https://www.theneedledrop.com/articles/2019/6/steve-lacy-apollo-xxi
Injury Reserve,Injury Reserve,2019-05-24T23:15:00-0400,hip hop,Injury Reserve - Injury Reserve,7,injury reserve | self-titled | 2019 | loma vista | rap | hip hop | glitch hop | industrial hip hop | experimental hip hop | hardcore hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2019/5/injury-reserve-injury-reserve
Sli'merre,Young Nudy &amp; Pi'erre Bourne,2019-05-27T18:34:00-0400,hip hop,Young Nudy &amp; Pi'erre Bourne - Sli'merre,4,young nudy | pi'erre bourne | sli'merre | 2019 | self-released | rap | hip hop | trap | 4/10 | review | collab,https://www.theneedledrop.com/articles/2019/5/young-nudy-amp-pierre-bourne-slimerre
Fever,Megan Thee Stallion,2019-05-28T21:37:00-0400,hip hop,Megan Thee Stallion - Fever,7,megan thee stallion | fever | 2019 | 300 entertainment | rap | hip hop | trap | dirty south | hardcore hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2019/5/megan-thee-stallion-fever
Nothing Great About Britain,slowthai,2019-05-29T22:40:00-0400,hip hop,slowthai - Nothing Great About Britain,8,slowthai | nothing great about britain | 2019 | method | true panther | rap | hip hop | uk | grime | 8/10 | review,https://www.theneedledrop.com/articles/2019/5/slowthai-nothing-great-about-britain
Untitled,Rammstein,2019-05-30T21:42:00-0400,loud rock,Rammstein - Untitled,5,rammstein | untitled | self-titled | 2019 | universal | loud rock | neue deutsche harte | ndh | electro-industrial | industrial metal | 5/10 | review,https://www.theneedledrop.com/articles/2019/5/rammstein-untitled
Flamagra,Flying Lotus,2019-05-31T18:46:00-0400,electronic,Flying Lotus - Flamagra,5,flying lotus | flamagra | 2019 | warp | nu jazz | electronic | wonky | glitch hop | neo-soul | 5/10 | review,https://www.theneedledrop.com/articles/2019/5/flying-lotus-flamagra
Dedicated,Carly Rae Jepsen,2019-05-23T20:27:05-0400,pop,Carly Rae Jepsen - Dedicated,7,carly rae jepsen | dedicated | 2019 | interscope | pop | dance pop | synthpop | 7/10 | review,https://www.theneedledrop.com/articles/2019/5/carly-rae-jepsen-dedicated
Where Polly People Go to Read,Gus Dapperton,2019-05-14T19:16:00-0400,pop,Gus Dapperton - Where Polly People Go to Read,4,gus dapperton | where polly people go to read | 2019 | awal | pop | hypnagogic pop | 4/10 | review,https://www.theneedledrop.com/articles/2019/5/gus-dapperton-where-polly-people-go-to-read
"A Quiet Farwell, 2016–2018",Slauson Malone,2019-05-16T21:19:00-0400,experimental hip hop,"Slauson Malone - A Quiet Farwell, 2016–2018",8,slauson malone | a quiet farwell | 2019 | self-released | grand closing | sound collage | experimental hip hop | abstract | glitch | other | 8/10 | review,https://www.theneedledrop.com/articles/2019/5/slauson-malone-a-quiet-farwell-20162018
Confessions of a Dangerous Mind,Logic,2019-05-17T17:22:00-0400,hip hop,Logic - Confessions of a Dangerous Mind,1,logic | confessions of a dangerous mind | 2019 | visionary music group | rap | hip hop | pop rap | 1/10 | review,https://www.theneedledrop.com/articles/2019/5/logic-confessions-of-a-dangerous-mind
Here Comes the Cowboy,Mac DeMarco,2019-05-18T22:44:00-0400,other,Mac DeMarco - Here Comes the Cowboy,3,mac demarco | here comes the cowboy | 2019 | mac's | self-released | singer-songwriter | other | indie pop | soft rock | slowcore | 3/10 | review,https://www.theneedledrop.com/articles/2019/5/mac-demarco-here-comes-the-cowboy
Father of the Bride,Vampire Weekend,2019-05-20T22:44:00-0400,rock,Vampire Weekend - Father of the Bride,6,vampire weekend | father of the bride | 2019 | sony | rock | indie | pop | 6/10 | review,https://www.theneedledrop.com/articles/2019/5/vampire-weekend-father-of-the-bride
U.F.O.F.,Big Thief,2019-05-21T22:28:00-0400,other,Big Thief - U.F.O.F.,5,big thief | ufof | u.f.o.f. | 2019 | 4ad | other | indie | folk | dream pop | 5/10 | review,https://www.theneedledrop.com/articles/2019/5/big-thief-ufof
IGOR,"Tyler, the Creator",2019-05-22T22:09:00-0400,hip hop,"Tyler, the Creator - IGOR",9,tyler the creator | igor | 2019 | columbia | rap | hip hop | neo-soul | alternative r&b | 9/10 | review,https://www.theneedledrop.com/articles/2019/5/tyler-the-creator-igor
Social Cues,Cage the Elephant,2019-04-24T20:32:00-0400,rock,Cage the Elephant - Social Cues,5,cage the elephant | social cues | 2019 | rca | rock | post-punk revival | pop rock | 5/10 | review,https://www.theneedledrop.com/articles/2019/4/cage-the-elephant-social-cues
It Wasn't Even Close,Your Old Droog,2019-04-26T20:33:00-0400,hip hop,Your Old Droog - It Wasn't Even Close,7,your old droog | it wasn't even close | 2019 | gogul mogul | rap | hip hop | east coast | 7/10 | review,https://www.theneedledrop.com/articles/2019/4/your-old-droog-it-wasnt-even-close
